participant,action,verb,noun
P03,put(board:chopping),put,board:chopping
P03,put(bottle),put,bottle
P03,put(bowl),put,bowl
P03,put(box),put,box
P03,put(bread),put,bread
P03,put(broccoli),put,broccoli
P03,put(brush),put,brush
P03,put(burger),put,burger
P03,put(butter),put,butter
P03,put(cake),put,cake
P03,put(can),put,can
P03,put(cap),put,cap
P03,put(cheese),put,cheese
P03,put(chocolate),put,chocolate
P03,put(chopstick),put,chopstick
P03,put(clip),put,clip
P03,put(cloth),put,cloth
P03,put(clothes),put,clothes
P03,put(coffee),put,coffee
P03,put(colander),put,colander
P03,put(container),put,container
P03,put(cover),put,cover
P03,put(cup),put,cup
P03,put(cupboard),put,cupboard
P03,put(cutlery),put,cutlery
P03,put(dishwasher),put,dishwasher
P03,put(dough),put,dough
P03,put(egg),put,egg
P03,put(filter),put,filter
P03,put(flour),put,flour
P03,put(food),put,food
P03,put(fork),put,fork
P03,put(garlic),put,garlic
P03,put(glass),put,glass
P03,put(grape),put,grape
P03,put(hand),put,hand
P03,put(holder),put,holder
P03,put(hoover),put,hoover
P03,put(jar),put,jar
P03,put(jug),put,jug
P03,put(kale),put,kale
P03,put(kettle),put,kettle
P03,put(kitchen),put,kitchen
P03,put(knife),put,knife
P03,put(ladle),put,ladle
P03,put(leaf),put,leaf
P03,put(lentil),put,lentil
P03,put(lid),put,lid
P03,put(liquid),put,liquid
P03,put(liquid:washing),put,liquid:washing
P03,put(machine:washing),put,machine:washing
P03,put(maker:coffee),put,maker:coffee
P03,put(mat),put,mat
P03,put(milk),put,milk
P03,put(mixture),put,mixture
P03,put(mushroom),put,mushroom
P03,put(napkin),put,napkin
P03,put(oil),put,oil
P03,put(omelette),put,omelette
P03,put(onion),put,onion
P03,put(oven),put,oven
P03,put(package),put,package
P03,put(pan),put,pan
P03,put(paper),put,paper
P03,put(pasta),put,pasta
P03,put(peeler:potato),put,peeler:potato
P03,put(phone),put,phone
P03,put(pizza),put,pizza
P03,put(plate),put,plate
P03,put(plug),put,plug
P03,put(pot),put,pot
P03,put(potato),put,potato
P03,put(recipe),put,recipe
P03,put(rest),put,rest
P03,put(roll),put,roll
P03,put(salami),put,salami
P03,put(salt),put,salt
P03,put(sauce),put,sauce
P03,put(scale),put,scale
P03,put(scissors),put,scissors
P03,put(seed),put,seed
P03,put(sheets),put,sheets
P03,put(sink),put,sink
P03,put(skin),put,skin
P03,put(spatula),put,spatula
P03,put(sponge),put,sponge
P03,put(spoon),put,spoon
P03,put(squash),put,squash
P03,put(stand),put,stand
P03,put(tablet),put,tablet
P03,put(tap),put,tap
P03,put(tea),put,tea
P03,put(teapot),put,teapot
P03,put(toaster),put,toaster
P03,put(top),put,top
P03,put(towel),put,towel
P03,put(tray),put,tray
P03,put(tv),put,tv
P03,put(vegetable),put,vegetable
P03,put(water),put,water
P03,put(wine),put,wine
P03,put(wire),put,wire
P03,put(wrap:plastic),put,wrap:plastic
P03,put(yeast),put,yeast
P03,reach(bag),reach,bag
P03,reach(bottle),reach,bottle
P03,reach(cupboard),reach,cupboard
P03,reach(hand),reach,hand
P03,remove(aubergine),remove,aubergine
P03,remove(bag),remove,bag
P03,remove(bowl),remove,bowl
P03,remove(breadcrumb),remove,breadcrumb
P03,remove(clip),remove,clip
P03,remove(clothes),remove,clothes
P03,remove(coffee),remove,coffee
P03,remove(cover),remove,cover
P03,remove(finger:lady),remove,finger:lady
P03,remove(hoover),remove,hoover
P03,remove(kettle),remove,kettle
P03,remove(label),remove,label
P03,remove(leaf),remove,leaf
P03,remove(lid),remove,lid
P03,remove(mushroom),remove,mushroom
P03,remove(omelette),remove,omelette
P03,remove(onion),remove,onion
P03,remove(orange),remove,orange
P03,remove(oven),remove,oven
P03,remove(rubbish),remove,rubbish
P03,remove(seed),remove,seed
P03,remove(skin),remove,skin
P03,remove(spatula),remove,spatula
P03,remove(spoon),remove,spoon
P03,remove(squash),remove,squash
P03,remove(tap),remove,tap
P03,remove(toaster),remove,toaster
P03,remove(top),remove,top
P03,remove(water),remove,water
P03,remove(wrap:plastic),remove,wrap:plastic
P03,rip(clothes),rip,clothes
P03,rip(paper),rip,paper
P03,rip(roll),rip,roll
P03,rip(sheets),rip,sheets
P03,roll(bag),roll,bag
P03,roll(kitchen),roll,kitchen
P03,roll(top),roll,top
P03,rub(bag),rub,bag
P03,rub(cloth),rub,cloth
P03,rub(finger:lady),rub,finger:lady
P03,rub(hand),rub,hand
P03,rub(oven),rub,oven
P03,rub(rubbish),rub,rubbish
P03,rub(skin),rub,skin
P03,rub(sponge),rub,sponge
P03,rub(spoon),rub,spoon
P03,scoop(coffee),scoop,coffee
P03,scoop(cream),scoop,cream
P03,scoop(curry),scoop,curry
P03,scoop(food),scoop,food
P03,scoop(garlic),scoop,garlic
P03,scoop(lentil),scoop,lentil
P03,scoop(oven),scoop,oven
P03,scoop(paste),scoop,paste
P03,scoop(potato),scoop,potato
P03,scoop(sauce),scoop,sauce
P03,scoop(spoon),scoop,spoon
P03,scoop(spreads),scoop,spreads
P03,scoop(stock),scoop,stock
P03,scoop(tomato),scoop,tomato
P03,scrape(board:chopping),scrape,board:chopping
P03,scrape(knife),scrape,knife
P03,scrape(package),scrape,package
P03,scrape(pan),scrape,pan
P03,scrape(pizza),scrape,pizza
P03,scrape(plate),scrape,plate
P03,scrape(potato),scrape,potato
P03,scrape(spatula),scrape,spatula
P03,screw(can),screw,can
P03,screw(knob),screw,knob
P03,screw(lid),screw,lid
P03,screw(package),screw,package
P03,screw(utensil),screw,utensil
P03,scrub(board:chopping),scrub,board:chopping
P03,scrub(bowl),scrub,bowl
P03,scrub(box),scrub,box
P03,scrub(colander),scrub,colander
P03,scrub(fork),scrub,fork
P03,scrub(hob),scrub,hob
P03,scrub(knife),scrub,knife
P03,scrub(lid),scrub,lid
P03,scrub(package),scrub,package
P03,scrub(pan),scrub,pan
P03,scrub(peeler:potato),scrub,peeler:potato
P03,scrub(plate),scrub,plate
P03,scrub(potato),scrub,potato
P03,scrub(skin),scrub,skin
P03,scrub(spatula),scrub,spatula
P03,scrub(spoon),scrub,spoon
P03,scrub(top),scrub,top
P03,scrub(tray),scrub,tray
P03,search(bottle),search,bottle
P03,search(box),search,box
P03,search(cloth),search,cloth
P03,search(spatula),search,spatula
P03,search(spoon),search,spoon
P03,search(top),search,top
P03,set(clothes),set,clothes
P03,set(cooker:slow),set,cooker:slow
P03,set(hob),set,hob
P03,set(oven),set,oven
P03,shake(aubergine),shake,aubergine
P03,shake(bag),shake,bag
P03,shake(bowl),shake,bowl
P03,shake(box),shake,box
P03,shake(brush),shake,brush
P03,shake(can),shake,can
P03,shake(cheese),shake,cheese
P03,shake(cloth),shake,cloth
P03,shake(coffee),shake,coffee
P03,shake(colander),shake,colander
P03,shake(container),shake,container
P03,shake(cup),shake,cup
P03,shake(dishwasher),shake,dishwasher
P03,shake(egg),shake,egg
P03,shake(filter),shake,filter
P03,shake(glass),shake,glass
P03,shake(grape),shake,grape
P03,shake(hand),shake,hand
P03,shake(jug),shake,jug
P03,shake(knife),shake,knife
P03,shake(lid),shake,lid
P03,shake(maker:coffee),shake,maker:coffee
P03,shake(mushroom),shake,mushroom
P03,shake(package),shake,package
P03,shake(pan),shake,pan
P03,shake(paper),shake,paper
P03,shake(plate),shake,plate
P03,shake(pot),shake,pot
P03,shake(potato),shake,potato
P03,shake(scissors),shake,scissors
P03,shake(sink),shake,sink
P03,shake(spatula),shake,spatula
P03,shake(spoon),shake,spoon
P03,shake(squash),shake,squash
P03,shake(towel),shake,towel
P03,shake(tray),shake,tray
P03,slide(apron),slide,apron
P03,slide(bag),slide,bag
P03,slide(board:chopping),slide,board:chopping
P03,slide(bottle),slide,bottle
P03,slide(bowl),slide,bowl
P03,slide(box),slide,box
P03,slide(chair),slide,chair
P03,slide(clothes),slide,clothes
P03,slide(container),slide,container
P03,slide(cover),slide,cover
P03,slide(cup),slide,cup
P03,slide(finger:lady),slide,finger:lady
P03,slide(glass),slide,glass
P03,slide(hand),slide,hand
P03,slide(hoover),slide,hoover
P03,slide(jug),slide,jug
P03,slide(kitchen),slide,kitchen
P03,slide(knife),slide,knife
P03,slide(lemon),slide,lemon
P03,slide(lid),slide,lid
P03,slide(mat),slide,mat
P03,slide(mushroom),slide,mushroom
P03,slide(oven),slide,oven
P03,slide(package),slide,package
P03,slide(pan),slide,pan
P03,slide(paper),slide,paper
P03,slide(peeler:potato),slide,peeler:potato
P03,slide(pin:rolling),slide,pin:rolling
P03,slide(pizza),slide,pizza
P03,slide(plate),slide,plate
P03,slide(scissors),slide,scissors
P03,slide(skin),slide,skin
P03,slide(spatula),slide,spatula
P03,slide(squash),slide,squash
P03,slide(towel),slide,towel
P03,sort(aubergine),sort,aubergine
P03,sort(board:chopping),sort,board:chopping
P03,sort(bowl),sort,bowl
P03,sort(box),sort,box
P03,sort(cheese),sort,cheese
P03,sort(chopstick),sort,chopstick
P03,sort(colander),sort,colander
P03,sort(maker:coffee),sort,maker:coffee
P03,sort(mat),sort,mat
P03,sort(package),sort,package
P03,sort(pan),sort,pan
P03,sort(pizza),sort,pizza
P03,sort(plate),sort,plate
P03,sort(rubbish),sort,rubbish
P03,sort(tea),sort,tea
P03,sort(towel),sort,towel
P03,sort(tv),sort,tv
P03,sort(water),sort,water
P03,spray(liquid:washing),spray,liquid:washing
P03,sprinkle(salt),sprinkle,salt
P03,squeeze(bag),squeeze,bag
P03,squeeze(box),squeeze,box
P03,squeeze(cheese),squeeze,cheese
P03,squeeze(cloth),squeeze,cloth
P03,squeeze(dishwasher),squeeze,dishwasher
P03,squeeze(dumpling),squeeze,dumpling
P03,squeeze(food),squeeze,food
P03,squeeze(garlic),squeeze,garlic
P03,squeeze(hand),squeeze,hand
P03,squeeze(kale),squeeze,kale
P03,squeeze(kitchen),squeeze,kitchen
P03,squeeze(knife),squeeze,knife
P03,squeeze(ladle),squeeze,ladle
P03,squeeze(leaf),squeeze,leaf
P03,squeeze(napkin),squeeze,napkin
P03,squeeze(package),squeeze,package
P03,squeeze(paper),squeeze,paper
P03,squeeze(roll),squeeze,roll
P03,squeeze(spatula),squeeze,spatula
P03,squeeze(sponge),squeeze,sponge
P03,squeeze(tea),squeeze,tea
P03,squeeze(towel),squeeze,towel
P03,squeeze(water),squeeze,water
P03,squeeze(wrap:plastic),squeeze,wrap:plastic
P03,stretch(bag),stretch,bag
P03,stretch(dough),stretch,dough
P03,stretch(hand),stretch,hand
P03,take(alarm),take,alarm
P03,take(apron),take,apron
P03,take(aubergine),take,aubergine
P03,take(bag),take,bag
P03,take(banana),take,banana
P03,take(bin),take,bin
P03,take(blueberry),take,blueberry
P03,take(board:chopping),take,board:chopping
P03,take(book),take,book
P03,take(bottle),take,bottle
P03,take(bowl),take,bowl
P03,take(box),take,box
P03,take(bread),take,bread
P03,take(breadcrumb),take,breadcrumb
P03,take(broccoli),take,broccoli
P03,take(brush),take,brush
P03,take(burger),take,burger
P03,take(butter),take,butter
P03,take(cake),take,cake
P03,take(can),take,can
P03,take(cap),take,cap
P03,take(chair),take,chair
P03,take(cheese),take,cheese
P03,take(chocolate),take,chocolate
P03,take(chopstick),take,chopstick
P03,take(clip),take,clip
P03,take(cloth),take,cloth
P03,take(clothes),take,clothes
P03,take(coffee),take,coffee
P03,take(colander),take,colander
P03,take(container),take,container
P03,take(cover),take,cover
P03,take(cream),take,cream
P03,take(cup),take,cup
P03,take(cupboard),take,cupboard
P03,take(cutlery),take,cutlery
P03,take(dishwasher),take,dishwasher
P03,take(dough),take,dough
P03,take(drawer),take,drawer
P03,take(dumpling),take,dumpling
P03,take(egg),take,egg
P03,take(filter),take,filter
P03,take(flour),take,flour
P03,take(food),take,food
P03,take(fork),take,fork
P03,take(garlic),take,garlic
P03,take(glass),take,glass
P03,take(grape),take,grape
P03,take(grater),take,grater
P03,take(hand),take,hand
P03,take(holder),take,holder
P03,take(hoover),take,hoover
P03,take(jar),take,jar
P03,take(jug),take,jug
P03,take(kale),take,kale
P03,take(kettle),take,kettle
P03,take(kitchen),take,kitchen
P03,take(knife),take,knife
P03,take(ladle),take,ladle
P03,take(leaf),take,leaf
P03,take(lemon),take,lemon
P03,take(lentil),take,lentil
P03,take(lid),take,lid
P03,take(liquid),take,liquid
P03,take(liquid:washing),take,liquid:washing
P03,take(maker:coffee),take,maker:coffee
P03,take(mat),take,mat
P03,take(milk),take,milk
P03,take(mixture),take,mixture
P03,take(mushroom),take,mushroom
P03,take(napkin),take,napkin
P03,take(oil),take,oil
P03,take(omelette),take,omelette
P03,take(onion),take,onion
P03,take(oven),take,oven
P03,take(package),take,package
P03,take(pan),take,pan
P03,take(paper),take,paper
P03,take(pasta),take,pasta
P03,take(peeler:potato),take,peeler:potato
P03,take(pin:rolling),take,pin:rolling
P03,take(pizza),take,pizza
P03,take(plate),take,plate
P03,take(plug),take,plug
P03,take(pot),take,pot
P03,take(potato),take,potato
P03,take(rack:drying),take,rack:drying
P03,take(recipe),take,recipe
P03,take(rest),take,rest
P03,take(roll),take,roll
P03,take(rubbish),take,rubbish
P03,take(salt),take,salt
P03,take(sauce),take,sauce
P03,take(scale),take,scale
P03,take(scissors),take,scissors
P03,take(seed),take,seed
P03,take(shell:egg),take,shell:egg
P03,take(sink),take,sink
P03,take(skin),take,skin
P03,take(spatula),take,spatula
P03,take(sponge),take,sponge
P03,take(spoon),take,spoon
P03,take(spreads),take,spreads
P03,take(squash),take,squash
P03,take(stand),take,stand
P03,take(tap),take,tap
P03,take(tea),take,tea
P03,take(toaster),take,toaster
P03,take(tomato),take,tomato
P03,take(top),take,top
P03,take(towel),take,towel
P03,take(tray),take,tray
P03,take(vegetable),take,vegetable
P03,take(wine),take,wine
P03,take(wire),take,wire
P03,take(wrap),take,wrap
P03,take(wrap:plastic),take,wrap:plastic
P03,throw(aubergine),throw,aubergine
P03,throw(bag),throw,bag
P03,throw(box),throw,box
P03,throw(breadcrumb),throw,breadcrumb
P03,throw(can),throw,can
P03,throw(cloth),throw,cloth
P03,throw(clothes),throw,clothes
P03,throw(coffee),throw,coffee
P03,throw(dough),throw,dough
P03,throw(flour),throw,flour
P03,throw(food),throw,food
P03,throw(garlic),throw,garlic
P03,throw(kale),throw,kale
P03,throw(kitchen),throw,kitchen
P03,throw(leaf),throw,leaf
P03,throw(lemon),throw,lemon
P03,throw(lid),throw,lid
P03,throw(napkin),throw,napkin
P03,throw(onion),throw,onion
P03,throw(orange),throw,orange
P03,throw(package),throw,package
P03,throw(pan),throw,pan
P03,throw(paper),throw,paper
P03,throw(peeler:potato),throw,peeler:potato
P03,throw(pot),throw,pot
P03,throw(potato),throw,potato
P03,throw(roll),throw,roll
P03,throw(rubbish),throw,rubbish
P03,throw(shell:egg),throw,shell:egg
P03,throw(skin),throw,skin
P03,throw(squash),throw,squash
P03,throw(tea),throw,tea
P03,throw(top),throw,top
P03,throw(towel),throw,towel
P03,throw(vegetable),throw,vegetable
P03,throw(wrap:plastic),throw,wrap:plastic
P03,transition(hand),transition,hand
P03,transition(top),transition,top
P03,turn(aubergine),turn,aubergine
P03,turn(bag),turn,bag
P03,turn(bin),turn,bin
P03,turn(board:chopping),turn,board:chopping
P03,turn(bottle),turn,bottle
P03,turn(bowl),turn,bowl
P03,turn(box),turn,box
P03,turn(burger),turn,burger
P03,turn(can),turn,can
P03,turn(cap),turn,cap
P03,turn(container),turn,container
P03,turn(cutlery),turn,cutlery
P03,turn(dough),turn,dough
P03,turn(filter),turn,filter
P03,turn(hand),turn,hand
P03,turn(heat),turn,heat
P03,turn(jug),turn,jug
P03,turn(kale),turn,kale
P03,turn(knife),turn,knife
P03,turn(knob),turn,knob
P03,turn(leaf),turn,leaf
P03,turn(lid),turn,lid
P03,turn(light),turn,light
P03,turn(mushroom),turn,mushroom
P03,turn(onion),turn,onion
P03,turn(pan),turn,pan
P03,turn(plate),turn,plate
P03,turn(roll),turn,roll
P03,turn(tap),turn,tap
P03,turn(vegetable),turn,vegetable
P03,turn-down(fan:extractor),turn-down,fan:extractor
P03,turn-down(heat),turn-down,heat
P03,turn-down(hob),turn-down,hob
P03,turn-down(tap),turn-down,tap
P03,turn-off(fan:extractor),turn-off,fan:extractor
P03,turn-off(hob),turn-off,hob
P03,turn-off(hoover),turn-off,hoover
P03,turn-off(kettle),turn-off,kettle
P03,turn-off(light),turn-off,light
P03,turn-off(maker:coffee),turn-off,maker:coffee
P03,turn-off(oven),turn-off,oven
P03,turn-off(phone),turn-off,phone
P03,turn-off(scale),turn-off,scale
P03,turn-off(tap),turn-off,tap
P03,turn-off(wall),turn-off,wall
P03,turn-off(wire),turn-off,wire
P03,turn-on(alarm),turn-on,alarm
P03,turn-on(button),turn-on,button
P03,turn-on(clothes),turn-on,clothes
P03,turn-on(dishwasher),turn-on,dishwasher
P03,turn-on(fan:extractor),turn-on,fan:extractor
P03,turn-on(fork),turn-on,fork
P03,turn-on(hand),turn-on,hand
P03,turn-on(hob),turn-on,hob
P03,turn-on(hoover),turn-on,hoover
P03,turn-on(kettle),turn-on,kettle
P03,turn-on(light),turn-on,light
P03,turn-on(maker:coffee),turn-on,maker:coffee
P03,turn-on(onion),turn-on,onion
P03,turn-on(oven),turn-on,oven
P03,turn-on(pan),turn-on,pan
P03,turn-on(plug),turn-on,plug
P03,turn-on(scale),turn-on,scale
P03,turn-on(tap),turn-on,tap
P03,turn-on(toaster),turn-on,toaster
P03,turn-on(watch),turn-on,watch
P03,turn-on(wire),turn-on,wire
P03,unroll(bag),unroll,bag
P03,unroll(cloth),unroll,cloth
P03,unroll(clothes),unroll,clothes
P03,unroll(paper),unroll,paper
P03,unroll(tea),unroll,tea
P03,unroll(towel),unroll,towel
P03,unwrap(bag),unwrap,bag
P03,unwrap(bread),unwrap,bread
P03,unwrap(cloth),unwrap,cloth
P03,unwrap(package),unwrap,package
P03,unwrap(wrap:plastic),unwrap,wrap:plastic
P03,wash(aubergine),wash,aubergine
P03,wash(bag),wash,bag
P03,wash(blueberry),wash,blueberry
P03,wash(bowl),wash,bowl
P03,wash(box),wash,box
P03,wash(can),wash,can
P03,wash(cloth),wash,cloth
P03,wash(clothes),wash,clothes
P03,wash(coffee),wash,coffee
P03,wash(colander),wash,colander
P03,wash(cup),wash,cup
P03,wash(cupboard),wash,cupboard
P03,wash(dishwasher),wash,dishwasher
P03,wash(filter),wash,filter
P03,wash(finger:lady),wash,finger:lady
P03,wash(floor),wash,floor
P03,wash(food),wash,food
P03,wash(grape),wash,grape
P03,wash(hand),wash,hand
P03,wash(hob),wash,hob
P03,wash(jug),wash,jug
P03,wash(kale),wash,kale
P03,wash(kitchen),wash,kitchen
P03,wash(knife),wash,knife
P03,wash(leaf),wash,leaf
P03,wash(lentil),wash,lentil
P03,wash(lid),wash,lid
P03,wash(maker:coffee),wash,maker:coffee
P03,wash(mat),wash,mat
P03,wash(mushroom),wash,mushroom
P03,wash(oil),wash,oil
P03,wash(onion),wash,onion
P03,wash(oven),wash,oven
P03,wash(package),wash,package
P03,wash(pan),wash,pan
P03,wash(paper),wash,paper
P03,wash(pizza),wash,pizza
P03,wash(plate),wash,plate
P03,wash(pot),wash,pot
P03,wash(potato),wash,potato
P03,wash(rack:drying),wash,rack:drying
P03,wash(scale),wash,scale
P03,wash(scissors),wash,scissors
P03,wash(sink),wash,sink
P03,wash(skin),wash,skin
P03,wash(spatula),wash,spatula
P03,wash(sponge),wash,sponge
P03,wash(spoon),wash,spoon
P03,wash(squash),wash,squash
P03,wash(stand),wash,stand
P03,wash(stock),wash,stock
P03,wash(top),wash,top
P03,wash(tray),wash,tray
P03,wash(vegetable),wash,vegetable
P03,wash(wall),wash,wall
P03,wash(wine),wash,wine
P03,water(spoon),water,spoon
P03,wear(glove),wear,glove
P03,wear(oven),wear,oven
P03,wrap(bag),wrap,bag
P03,wrap(butter),wrap,butter
P03,wrap(clothes),wrap,clothes
P03,wrap(package),wrap,package
P03,wrap(squash),wrap,squash
P03,wrap(wrap:plastic),wrap,wrap:plastic
P04,add(chicken),add,chicken
P04,add(chilli),add,chilli
P04,add(cinnamon),add,cinnamon
P04,add(lentil),add,lentil
P04,add(lettuce),add,lettuce
P04,add(mixture),add,mixture
P04,add(oil),add,oil
P04,add(onion),add,onion
P04,add(pepper),add,pepper
P04,add(powder),add,powder
P04,add(salt),add,salt
P04,add(sauce),add,sauce
P04,add(sheets),add,sheets
P04,add(spoon),add,spoon
P04,add(tomato),add,tomato
P04,adjust(bin),adjust,bin
P04,adjust(board:chopping),adjust,board:chopping
P04,adjust(glass),adjust,glass
P04,adjust(hob),adjust,hob
P04,adjust(pan),adjust,pan
P04,adjust(pen),adjust,pen
